CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC,Erythrocyte_progenitors,Adipocytes,Bladder
cg08193650,0.0061,0.0058,0.0051,0.0056,0.0057,0.0058,0.0039,0.0034,0.0028
cg16876647,0.0034,0.0049,0.006,0.0105,0.0076,0.0063,0.0119,0.0032,0.0078
cg27428578,0.0295,0.0362,0.0143,0.0218,0.0132,0.0205,0.0206,0.01,0.034
cg00765312,0.0084,0.0372,0.0192,0.0117,0.0363,0.0096,0.0072,0.0014,0.0472
cg11857997,0.0355,0.0814,0.0578,0.0347,0.0682,0.0312,0.0288,0.1059,0.0552
cg17215170,0.049,0.0509,0.0518,0.0496,0.0471,0.0467,0.0314,0.059,0.2068
cg15680720,0.0171,0.0627,0.0137,0.0214,0.0208,0.0193,0.0309,0.0574,0.0643
cg21126344,0.0134,0.0221,0.0215,0.011,0.0387,0.0094,0.0089,0.004,0.0067
cg17775621,0.0478,0.0483,0.047,0.0401,0.04,0.0471,0.0415,0.0518,0.062
cg12178980,0.0456,0.0447,0.0436,0.0501,0.0456,0.0426,0.0215,0.0699,0.0991
cg11482422,0.0377,0.0331,0.0414,0.0342,0.0348,0.0358,0.037,0.1072,0.1161
cg25761326,0.0526,0.0466,0.0529,0.0439,0.0425,0.0471,0.0433,0.0765,0.0768
cg26150462,0.0548,0.0644,0.0617,0.0562,0.0605,0.0626,0.0495,0.0981,0.1195
cg10800833,0.102,0.1074,0.2048,0.1074,0.143,0.1124,0.0432,0.0594,0.1312
cg11242791,0.0483,0.0953,0.0436,0.057,0.082,0.0462,0.0244,0.0395,0.0165
cg16911349,0.1558,0.2058,0.165,0.1866,0.2041,0.1444,0.1166,0.0918,0.1653
cg06907708,0.0264,0.0523,0.0364,0.0314,0.0435,0.0314,0.0106,0.008,0.0332
cg08554295,0.0327,0.0544,0.0438,0.0316,0.0463,0.0448,0.0119,0.0199,0.0138
cg12436377,0.0196,0.1191,0.0596,0.061,0.1658,0.0251,0.0203,0.0387,0.4122
cg09451457,0.1235,0.2262,0.179,0.1351,0.251,0.1185,0.0806,0.1285,0.4412
cg07040834,0.0712,0.0662,0.0656,0.0492,0.0826,0.0452,0.0717,0.0361,0.1411
cg03012726,0.0378,0.1124,0.0939,0.0411,0.1516,0.0374,0.0157,0.1078,0.1033
cg21601919,0.0337,0.0791,0.0559,0.0387,0.0716,0.0354,0.0245,0.0389,0.041
cg09874289,0.0452,0.0731,0.1183,0.0462,0.1186,0.0398,0.0365,0.0638,0.2566
cg09384411,0.0434,0.0572,0.0565,0.0517,0.0529,0.0568,0.0429,0.0886,0.1069
cg01064265,0.0248,0.0576,0.0432,0.027,0.062,0.027,0.006,0.1551,0.046
cg12602409,0.0175,0.0239,0.0153,0.0144,0.0196,0.0178,0.0315,0.517,0.448
cg17775621,0.0478,0.0483,0.047,0.0401,0.04,0.0471,0.0415,0.0518,0.062
cg11482422,0.0377,0.0331,0.0414,0.0342,0.0348,0.0358,0.037,0.1072,0.1161
cg25761326,0.0526,0.0466,0.0529,0.0439,0.0425,0.0471,0.0433,0.0765,0.0768
cg04249706,0.0423,0.0493,0.05,0.0456,0.0497,0.0485,0.0467,0.1059,0.0953
cg23976499,0.0311,0.0314,0.0337,0.03,0.0338,0.0312,0.0167,0.0577,0.1184
cg08193650,0.0061,0.0058,0.0051,0.0056,0.0057,0.0058,0.0039,0.0034,0.0028
cg16876647,0.0034,0.0049,0.006,0.0105,0.0076,0.0063,0.0119,0.0032,0.0078
cg13729210,0.0233,0.1972,0.0852,0.0421,0.1232,0.02,0.0104,0.1049,0.2049
cg11482422,0.0377,0.0331,0.0414,0.0342,0.0348,0.0358,0.037,0.1072,0.1161
cg25761326,0.0526,0.0466,0.0529,0.0439,0.0425,0.0471,0.0433,0.0765,0.0768
cg04249706,0.0423,0.0493,0.05,0.0456,0.0497,0.0485,0.0467,0.1059,0.0953
cg04933208,0.0071,0.0177,0.0071,0.0073,0.0068,0.0047,0.0029,0.0129,0.5717
cg26884027,0.021,0.0476,0.0247,0.0192,0.024,0.0203,0.0122,0.0442,0.6315
cg13294849,0.0482,0.0938,0.083,0.0512,0.1396,0.0482,0.0259,0.0073,0.3908
cg11487526,0.0069,0.0284,0.0108,0.0126,0.0248,0.0071,0.0082,0.0475,0.3038
cg08928882,0.0246,0.1013,0.0481,0.0318,0.0594,0.0253,0.0091,0.0069,0.0515
cg21845953,0.1262,0.1889,0.1502,0.1216,0.1704,0.1272,0.1124,0.0802,0.1273
cg03152288,0.0636,0.0889,0.0708,0.0676,0.0821,0.0578,0.0591,0.0658,0.0745
cg03859732,0.1005,0.1499,0.1517,0.1604,0.1651,0.0919,0.1405,0.0936,0.1104
cg14774557,0.1051,0.1276,0.1452,0.146,0.1428,0.1299,0.055,0.0643,0.0746
cg21968580,0.028,0.0285,0.0262,0.0315,0.0388,0.027,0.0229,0.0314,0.0285
cg17760391,0.0675,0.1024,0.1112,0.0761,0.1363,0.0723,0.057,0.0659,0.0752
cg09728102,0.0617,0.0901,0.1031,0.0695,0.1416,0.0659,0.0447,0.0433,0.0569
cg01406988,0.0055,0.0264,0.0342,0.0309,0.0564,0.008,0.0886,0.0249,0.0189
cg17775621,0.0478,0.0483,0.047,0.0401,0.04,0.0471,0.0415,0.0518,0.062
cg12178980,0.0456,0.0447,0.0436,0.0501,0.0456,0.0426,0.0215,0.0699,0.0991
cg26150462,0.0548,0.0644,0.0617,0.0562,0.0605,0.0626,0.0495,0.0981,0.1195
cg17775621,0.0478,0.0483,0.047,0.0401,0.04,0.0471,0.0415,0.0518,0.062
cg11482422,0.0377,0.0331,0.0414,0.0342,0.0348,0.0358,0.037,0.1072,0.1161
cg25761326,0.0526,0.0466,0.0529,0.0439,0.0425,0.0471,0.0433,0.0765,0.0768
cg04249706,0.0423,0.0493,0.05,0.0456,0.0497,0.0485,0.0467,0.1059,0.0953
cg20396510,0.0691,0.0874,0.0749,0.0642,0.0809,0.0687,0.0453,0.0747,0.087
cg13695535,0.0722,0.1091,0.0836,0.072,0.0962,0.0824,0.0804,0.0663,0.0787
cg10629165,0.0795,0.0915,0.0788,0.0734,0.0977,0.0813,0.0585,0.0494,0.0569
cg00907427,0.1781,0.2561,0.0684,0.0956,0.0602,0.073,0.0827,0.1987,0.1437
cg07189332,0.117,0.1458,0.135,0.1331,0.1696,0.1157,0.0906,0.0905,0.3434
cg27305704,0.0248,0.0405,0.0426,0.0281,0.0445,0.036,0.0127,0.0056,0.0166
cg24852548,0.0396,0.0352,0.0474,0.0346,0.037,0.0332,0.0239,0.0897,0.1238
cg22413388,0.0128,0.0176,0.0179,0.0187,0.0278,0.0099,0.0101,0.0,0.5498
cg25383503,0.0349,0.0479,0.0457,0.0406,0.0471,0.0421,0.0263,0.0187,0.046
cg18892808,0.0596,0.0563,0.0604,0.0537,0.0571,0.0557,0.0534,0.0932,0.1076
cg09355771,0.0844,0.1283,0.0888,0.0696,0.1055,0.0682,0.0583,0.0585,0.0732
cg01524174,0.002,0.0144,0.0076,0.0069,0.0196,0.003,0.0098,0.0008,0.0084
cg05039004,0.0025,0.0103,0.0079,0.0057,0.007,0.0028,0.0041,0.0039,0.5415
cg17053963,0.0657,0.0791,0.0902,0.066,0.1003,0.0683,0.0442,0.0725,0.215
cg02227919,0.039,0.059,0.049,0.0369,0.063,0.0315,0.0163,0.0335,0.0832
cg05301383,0.1203,0.1525,0.1363,0.1154,0.1662,0.115,0.09,0.1602,0.2864
cg13686615,0.0034,0.0122,0.004,0.0062,0.0068,0.0054,0.0308,0.0047,0.0689
cg01579289,0.0038,0.0145,0.005,0.0031,0.0081,0.0032,0.0111,0.0131,0.0546
cg11099041,0.0073,0.0147,0.0718,0.035,0.0848,0.0102,0.017,0.0081,0.031
cg07794554,0.0623,0.0721,0.1551,0.118,0.1769,0.062,0.061,0.077,0.1036
cg06766427,0.0535,0.1868,0.1186,0.0606,0.1618,0.0456,0.0174,0.0057,0.1714
cg05339066,0.0347,0.0422,0.0509,0.0457,0.063,0.0319,0.0383,0.0746,0.0566
cg18192294,0.0244,0.0239,0.0317,0.0295,0.0445,0.0207,0.0163,0.0271,0.0189
cg11861709,0.0688,0.0823,0.1087,0.0972,0.1353,0.0712,0.0537,0.091,0.1099
cg10131095,0.0928,0.0981,0.107,0.0967,0.1003,0.0912,0.0669,0.0645,0.0636
cg06981182,0.047,0.0622,0.0836,0.0748,0.1111,0.0442,0.0492,0.0887,0.0734
cg06118999,0.048,0.0573,0.0705,0.0615,0.0956,0.0533,0.0643,0.0821,0.0602
cg04718845,0.0714,0.0808,0.0747,0.0789,0.0777,0.1086,0.0244,0.064,0.179
cg13421439,0.0084,0.0198,0.0098,0.0108,0.0109,0.0105,0.0066,0.0878,0.0129
cg04812509,0.0417,0.0534,0.0489,0.0471,0.0573,0.04,0.0242,0.1107,0.0612
cg13283691,0.0231,0.0714,0.045,0.041,0.0496,0.0195,0.0484,0.028,0.0193
cg05339066,0.0347,0.0422,0.0509,0.0457,0.063,0.0319,0.0383,0.0746,0.0566
cg18192294,0.0244,0.0239,0.0317,0.0295,0.0445,0.0207,0.0163,0.0271,0.0189
cg10131095,0.0928,0.0981,0.107,0.0967,0.1003,0.0912,0.0669,0.0645,0.0636
cg06981182,0.047,0.0622,0.0836,0.0748,0.1111,0.0442,0.0492,0.0887,0.0734
cg06118999,0.048,0.0573,0.0705,0.0615,0.0956,0.0533,0.0643,0.0821,0.0602
cg18447772,0.0046,0.0115,0.0066,0.0081,0.0095,0.0053,0.0084,0.008,0.0242
cg16104915,0.0047,0.0246,0.0041,0.0053,0.0092,0.0039,0.0013,0.0029,0.0223
cg21001184,0.0051,0.0734,0.0278,0.0078,0.0492,0.0092,0.0055,0.0047,0.0474
cg12600174,0.0062,0.0437,0.0111,0.0072,0.0185,0.0043,0.0086,0.0062,0.0393
cg25896644,0.0472,0.1618,0.0795,0.059,0.1085,0.0662,0.0584,0.0568,0.0264
cg20396510,0.0691,0.0874,0.0749,0.0642,0.0809,0.0687,0.0453,0.0747,0.087
cg13695535,0.0722,0.1091,0.0836,0.072,0.0962,0.0824,0.0804,0.0663,0.0787
cg10629165,0.0795,0.0915,0.0788,0.0734,0.0977,0.0813,0.0585,0.0494,0.0569
cg23060646,0.0237,0.0522,0.0414,0.0315,0.0617,0.0256,0.0138,0.0137,0.03
cg01317772,0.0193,0.0369,0.034,0.0188,0.0328,0.0152,0.041,0.0241,0.0075
cg20396510,0.0691,0.0874,0.0749,0.0642,0.0809,0.0687,0.0453,0.0747,0.087
cg13695535,0.0722,0.1091,0.0836,0.072,0.0962,0.0824,0.0804,0.0663,0.0787
cg10629165,0.0795,0.0915,0.0788,0.0734,0.0977,0.0813,0.0585,0.0494,0.0569
cg17278864,0.0926,0.1669,0.1421,0.1102,0.172,0.0869,0.0566,0.0494,0.1843
cg17775621,0.0478,0.0483,0.047,0.0401,0.04,0.0471,0.0415,0.0518,0.062
cg12178980,0.0456,0.0447,0.0436,0.0501,0.0456,0.0426,0.0215,0.0699,0.0991
cg26150462,0.0548,0.0644,0.0617,0.0562,0.0605,0.0626,0.0495,0.0981,0.1195
cg01697719,0.0064,0.0516,0.0098,0.0071,0.0103,0.0063,0.0072,0.7122,0.2128
cg06585708,0.0186,0.1869,0.0374,0.0283,0.0741,0.008,0.0075,0.3247,0.2976
cg26991199,0.0323,0.0314,0.0306,0.0275,0.0305,0.0282,0.0189,0.0356,0.0529
cg00642306,0.0155,0.0324,0.0246,0.0315,0.0316,0.0218,0.0054,0.0059,0.0741
cg11894951,0.0353,0.0495,0.0452,0.0409,0.0458,0.0352,0.012,0.0225,0.1908
cg02016130,0.1741,0.167,0.0575,0.1783,0.0474,0.1678,0.0732,0.0305,0.0357
cg07074543,0.0254,0.0352,0.0542,0.0439,0.0511,0.0356,0.0126,0.0054,0.015
cg03323696,0.0653,0.3028,0.1973,0.0778,0.3446,0.1071,0.0249,0.0164,0.1047
cg08466792,0.0183,0.2131,0.0672,0.0324,0.1595,0.0223,0.0068,0.1267,0.3261
cg05916707,0.0623,0.0808,0.0813,0.0544,0.0821,0.067,0.0336,0.1216,0.0692
cg11641791,0.0635,0.1282,0.3033,0.0812,0.4248,0.0524,0.0098,0.038,0.0432
cg23776012,0.0882,0.1516,0.2447,0.107,0.3014,0.0783,0.0229,0.0594,0.1034
cg10050661,0.1325,0.2288,0.3834,0.1641,0.4566,0.1162,0.0816,0.0813,0.1673
cg12029804,0.0965,0.1687,0.2221,0.1121,0.2964,0.0885,0.0788,0.0714,0.1377
cg03804272,0.0936,0.1298,0.0954,0.0729,0.1341,0.153,0.0521,0.0592,0.1335
cg03061122,0.0035,0.0051,0.0039,0.0047,0.0041,0.0041,0.001,0.0006,0.001
cg23748923,0.0073,0.0277,0.0067,0.005,0.0082,0.0036,0.003,0.0012,0.0046
cg20402552,0.009,0.0242,0.0161,0.011,0.0186,0.008,0.0165,0.0043,0.0
cg15138883,0.0098,0.0119,0.0119,0.0076,0.01,0.0068,0.0147,0.0015,0.0032
cg23837867,0.0469,0.0684,0.0516,0.0445,0.0525,0.0431,0.0418,0.0623,0.082
cg19105122,0.0124,0.0115,0.0106,0.007,0.0098,0.0129,0.0239,0.0094,0.0189
cg20979233,0.0056,0.0157,0.0163,0.0144,0.0159,0.014,0.0129,0.0272,0.0003
cg22975160,0.0064,0.0107,0.01,0.0078,0.0151,0.0072,0.0018,0.0018,0.071
cg11452571,0.0049,0.0115,0.0128,0.0136,0.0219,0.0096,0.0044,0.0041,0.1221
cg08651867,0.0083,0.0083,0.0105,0.0116,0.0121,0.0088,0.0167,0.0296,0.0457
cg10001282,0.0163,0.026,0.0387,0.0212,0.0396,0.0212,0.0148,0.0334,0.0146
cg05956462,0.0269,0.0498,0.055,0.0393,0.0404,0.0368,0.0165,0.0193,0.0208
cg00385863,0.0104,0.0171,0.0093,0.0103,0.01,0.0136,0.0044,0.0024,0.1214
cg20724810,0.0132,0.0295,0.0161,0.013,0.0175,0.0106,0.0031,0.0094,0.0023
cg11088422,0.0302,0.0624,0.0325,0.0324,0.0308,0.0347,0.0063,0.0068,0.006
cg01122302,0.0382,0.0747,0.05,0.0436,0.0447,0.0381,0.0275,0.0571,0.0464
cg27537203,0.0235,0.0279,0.0342,0.0184,0.0401,0.0232,0.0156,0.0052,0.0147
cg00523012,0.0157,0.0163,0.0184,0.0169,0.0145,0.0146,0.0045,0.0004,0.003
cg05974816,0.0314,0.0356,0.0315,0.0301,0.0338,0.0287,0.0103,0.0334,0.0259
cg04674803,0.026,0.061,0.0421,0.0261,0.0409,0.0299,0.0103,0.0082,0.006
cg00794178,0.0248,0.0797,0.0366,0.0253,0.0447,0.0252,0.007,0.0111,0.016
cg08794939,0.0102,0.0126,0.0115,0.0073,0.011,0.013,0.0027,0.0143,0.0171
cg16596102,0.0188,0.0262,0.0334,0.0291,0.049,0.017,0.0077,0.0065,0.0224
cg10188897,0.019,0.0229,0.0226,0.0212,0.022,0.0304,0.011,0.0066,0.0053
cg02899346,0.0289,0.0358,0.053,0.0382,0.1016,0.0339,0.0115,0.0507,0.3057
cg19716433,0.006,0.0107,0.0133,0.0101,0.0206,0.0088,0.0082,0.0123,0.0092
cg11990562,0.0186,0.0168,0.02,0.0226,0.0163,0.0184,0.0102,0.0139,0.0186
cg04525491,0.0286,0.0404,0.0392,0.0332,0.0272,0.028,0.0202,0.0356,0.0327
cg20495404,0.0251,0.0399,0.0495,0.0244,0.0345,0.0274,0.0127,0.0251,0.0073
cg00473416,0.0284,0.073,0.0445,0.0369,0.0597,0.0346,0.0149,0.0212,0.0182
cg25660386,0.0074,0.0098,0.01,0.0107,0.0073,0.0106,0.0015,0.0076,0.0054
cg05278650,0.0174,0.0206,0.0213,0.0178,0.023,0.0198,0.0181,0.0185,0.0177
cg13612175,0.0366,0.032,0.037,0.0353,0.0283,0.0336,0.0309,0.0443,0.0179
cg25660386,0.0074,0.0098,0.01,0.0107,0.0073,0.0106,0.0015,0.0076,0.0054
cg05278650,0.0174,0.0206,0.0213,0.0178,0.023,0.0198,0.0181,0.0185,0.0177
cg08134631,0.0208,0.0934,0.0294,0.0239,0.0717,0.0165,0.0035,0.0039,0.0201
cg14758218,0.0442,0.0566,0.0448,0.0459,0.0437,0.0487,0.0505,0.0496,0.0438
cg17323383,0.0252,0.0531,0.04,0.0301,0.0409,0.0296,0.0116,0.0114,0.0122
cg04547244,0.0078,0.0084,0.0091,0.0088,0.0097,0.0091,0.0189,0.028,0.017
cg14262681,0.0085,0.0572,0.0248,0.0085,0.0439,0.0061,0.011,0.0092,0.0393
cg00438215,0.0255,0.022,0.029,0.026,0.0383,0.0232,0.0959,0.0162,0.0351
cg17768491,0.0219,0.196,0.0408,0.0535,0.0877,0.0183,0.0125,0.0115,0.1558
cg12248614,0.0146,0.1258,0.0212,0.0264,0.0454,0.0101,0.0103,0.0044,0.1222
cg01660473,0.0718,0.1019,0.0816,0.0529,0.0873,0.068,0.0287,0.0172,0.0356
cg08603188,0.0403,0.0708,0.063,0.0424,0.0557,0.0439,0.0227,0.0466,0.0301
cg25546248,0.084,0.1323,0.1035,0.0804,0.1201,0.0854,0.0679,0.0215,0.0645
cg12396325,0.0063,0.05,0.0091,0.008,0.0383,0.0026,0.0201,0.0254,0.2665
cg10696085,0.0155,0.0751,0.1098,0.0294,0.1296,0.0183,0.0082,0.0276,0.0298
cg17017152,0.1597,0.1683,0.1788,0.1693,0.1628,0.1632,0.0902,0.161,0.1075
cg08037935,0.0292,0.0507,0.0296,0.0314,0.0262,0.0229,0.029,0.0266,0.029
cg15125763,0.036,0.0635,0.0438,0.0372,0.0566,0.0404,0.0613,0.0938,0.0509
cg05737526,0.0367,0.0432,0.0362,0.0362,0.0378,0.04,0.0547,0.0377,0.0354
cg01660473,0.0718,0.1019,0.0816,0.0529,0.0873,0.068,0.0287,0.0172,0.0356
cg08603188,0.0403,0.0708,0.063,0.0424,0.0557,0.0439,0.0227,0.0466,0.0301
cg12899157,0.0551,0.0518,0.0658,0.0595,0.13,0.055,0.0589,0.0824,0.0957
cg15555970,0.0104,0.0195,0.0209,0.0132,0.103,0.0139,0.0007,0.0031,0.053
cg21164232,0.053,0.069,0.1032,0.0622,0.1976,0.0529,0.0341,0.0537,0.0814
cg10678427,0.0403,0.1232,0.0466,0.0513,0.0656,0.0488,0.0318,0.0285,0.0193
cg18937330,0.0547,0.0487,0.0669,0.0542,0.0669,0.0499,0.0233,0.0593,0.0499
cg07985890,0.0405,0.0412,0.0479,0.0421,0.0411,0.0465,0.0302,0.0749,0.0372
cg13690864,0.0033,0.0045,0.0024,0.002,0.0059,0.0052,0.0145,0.011,0.0551
cg18577511,0.0347,0.0338,0.0378,0.0344,0.0358,0.0342,0.0346,0.0595,0.0605
cg11088422,0.0302,0.0624,0.0325,0.0324,0.0308,0.0347,0.0063,0.0068,0.006
cg01122302,0.0382,0.0747,0.05,0.0436,0.0447,0.0381,0.0275,0.0571,0.0464
cg00290994,0.0446,0.076,0.0611,0.0457,0.0758,0.0382,0.0101,0.0074,0.2685
cg01184784,0.02,0.0195,0.0399,0.0206,0.0176,0.0236,0.0557,0.0934,0.0426
cg09411730,0.0266,0.054,0.0714,0.0284,0.0904,0.0563,0.0278,0.0303,0.0203
cg19027852,0.0166,0.021,0.0243,0.0204,0.0143,0.0178,0.0113,0.006,0.0356
cg06059056,0.0247,0.064,0.0587,0.0433,0.1075,0.0292,0.0164,0.0157,0.0203
cg06710900,0.0648,0.1131,0.1255,0.0839,0.1666,0.068,0.0858,0.0792,0.0912
cg27376136,0.0392,0.1912,0.1173,0.0624,0.1504,0.0359,0.0259,0.0123,0.0377
cg09923107,0.0048,0.014,0.0125,0.008,0.0256,0.0045,0.0019,0.0031,0.0085
cg09595202,0.0455,0.1102,0.0558,0.0459,0.0716,0.0499,0.0203,0.038,0.0326
cg22350070,0.0949,0.2204,0.1835,0.114,0.2212,0.0902,0.0632,0.0713,0.1487
cg18913890,0.0394,0.1238,0.09,0.0508,0.1263,0.0347,0.03,0.0355,0.046
cg04373435,0.0902,0.1936,0.1621,0.1404,0.1993,0.0921,0.0855,0.0914,0.1196
cg23643814,0.023,0.075,0.0401,0.0264,0.062,0.0214,0.0216,0.0304,0.0375
cg08118159,0.0074,0.0129,0.0113,0.0106,0.0161,0.0086,0.0001,0.0044,0.0043
cg10227187,0.0165,0.0283,0.0273,0.0183,0.0426,0.0166,0.0082,0.0016,0.0089
cg18019132,0.0474,0.0505,0.0542,0.0408,0.0478,0.043,0.0382,0.0475,0.054
cg02921887,0.0115,0.0208,0.014,0.0059,0.0157,0.0101,0.028,0.067,0.0155
cg04951797,0.0748,0.1146,0.1239,0.05,0.1352,0.0575,0.0581,0.344,0.2124
cg07789559,0.0149,0.0162,0.0343,0.0152,0.0246,0.0185,0.0069,0.0124,0.0331
cg04525491,0.0286,0.0404,0.0392,0.0332,0.0272,0.028,0.0202,0.0356,0.0327
cg20495404,0.0251,0.0399,0.0495,0.0244,0.0345,0.0274,0.0127,0.0251,0.0073
cg22097768,0.0593,0.0765,0.0708,0.08,0.0699,0.0702,0.0454,0.0244,0.0373
cg18189994,0.0305,0.0627,0.0431,0.0314,0.0504,0.0286,0.0151,0.0334,0.0425
cg12738347,0.0308,0.0586,0.0462,0.0296,0.0479,0.0297,0.0112,0.0118,0.0353
cg25084101,0.0628,0.1239,0.0848,0.0663,0.0793,0.0722,0.0223,0.021,0.0384
cg02550231,0.0317,0.1,0.0654,0.0288,0.09,0.0296,0.0221,0.0091,0.0475
cg17200920,0.0427,0.1229,0.0775,0.0633,0.0991,0.03,0.0161,0.0185,0.0281
cg02383785,0.088,0.205,0.1607,0.1144,0.1917,0.0764,0.0771,0.124,0.2498
cg09337897,0.0779,0.0769,0.0614,0.061,0.0641,0.0762,0.0523,0.0512,0.0603
cg02776664,0.021,0.0418,0.0582,0.0348,0.0494,0.025,0.0114,0.0146,0.0438
cg08305551,0.0453,0.0786,0.0951,0.0753,0.0773,0.063,0.0135,0.0113,0.0242
cg02558623,0.0162,0.0386,0.0299,0.0196,0.041,0.019,0.007,0.0152,0.0276
cg03446079,0.0132,0.0148,0.0123,0.0105,0.0122,0.0077,0.0534,0.0041,0.0008
cg06874218,0.1663,0.1804,0.2272,0.171,0.2797,0.1675,0.1052,0.1734,0.1308
cg21346639,0.0291,0.041,0.1781,0.0615,0.302,0.03,0.0112,0.0386,0.0698
cg05001478,0.0428,0.0369,0.0596,0.0434,0.0699,0.0351,0.0319,0.0437,0.0416
cg00346326,0.0781,0.0886,0.0806,0.076,0.0847,0.079,0.089,0.0533,0.0632
cg19154027,0.0898,0.114,0.0813,0.0838,0.1086,0.0751,0.0637,0.0378,0.0539
cg07822305,0.0279,0.0252,0.0312,0.0261,0.026,0.0254,0.0148,0.0245,0.0237
cg25743043,0.0058,0.0092,0.0105,0.007,0.0086,0.0078,0.0025,0.0054,0.0054
cg23304296,0.0585,0.0709,0.0678,0.0638,0.0613,0.0621,0.0471,0.0638,0.0607
cg16739845,0.0041,0.0091,0.006,0.0058,0.007,0.0053,0.0024,0.003,0.0009
cg16061381,0.0042,0.0037,0.0038,0.004,0.004,0.005,0.0023,0.0106,0.0039
cg13874046,0.0556,0.0614,0.0628,0.0563,0.0546,0.0542,0.04,0.0692,0.0667
cg25019648,0.0122,0.1559,0.0162,0.0087,0.0216,0.0032,0.0076,0.0041,0.0818
cg17768491,0.0219,0.196,0.0408,0.0535,0.0877,0.0183,0.0125,0.0115,0.1558
cg12248614,0.0146,0.1258,0.0212,0.0264,0.0454,0.0101,0.0103,0.0044,0.1222
cg08212230,0.0821,0.0573,0.0697,0.0784,0.0898,0.0786,0.0279,0.0289,0.0141
cg22437153,0.0316,0.0408,0.0351,0.0302,0.0382,0.0275,0.0212,0.0568,0.0476
cg16825290,0.0052,0.0044,0.0055,0.0065,0.0074,0.006,0.0357,0.0418,0.0877
cg19590227,0.0284,0.0559,0.0859,0.0368,0.1218,0.0312,0.0216,0.0252,0.0178
cg04305764,0.0646,0.0867,0.1178,0.0779,0.1541,0.0646,0.0597,0.0562,0.0637
cg22481960,0.0107,0.0998,0.2513,0.0633,0.3993,0.0119,0.0103,0.0024,0.0318
cg01660473,0.0718,0.1019,0.0816,0.0529,0.0873,0.068,0.0287,0.0172,0.0356
cg25546248,0.084,0.1323,0.1035,0.0804,0.1201,0.0854,0.0679,0.0215,0.0645
cg13727849,0.0161,0.0412,0.0369,0.0273,0.0402,0.0172,0.0216,0.0422,0.078
cg01237565,0.01,0.0144,0.0237,0.0109,0.0191,0.0165,0.0051,0.0066,0.0031
cg19597031,0.0222,0.027,0.0294,0.0257,0.0262,0.0246,0.0203,0.034,0.0334
cg11452571,0.0049,0.0115,0.0128,0.0136,0.0219,0.0096,0.0044,0.0041,0.1221
cg08651867,0.0083,0.0083,0.0105,0.0116,0.0121,0.0088,0.0167,0.0296,0.0457
cg12565585,0.0548,0.1133,0.0841,0.0597,0.1213,0.0558,0.0273,0.0447,0.3108
cg25259711,0.0753,0.101,0.0874,0.0725,0.1025,0.0734,0.0626,0.0718,0.2322
cg14029489,0.0256,0.0425,0.0398,0.0312,0.0792,0.0258,0.0102,0.052,0.1274
cg22487414,0.0455,0.1123,0.0952,0.0511,0.1038,0.0401,0.0257,0.0254,0.058
cg20434926,0.014,0.042,0.1474,0.0373,0.2841,0.0149,0.0077,0.313,0.2107
cg02036387,0.0292,0.0574,0.0666,0.037,0.062,0.0313,0.0223,0.031,0.0768
cg01053411,0.0207,0.0297,0.0266,0.023,0.0214,0.0256,0.0098,0.0174,0.0078
cg04145264,0.0433,0.0506,0.0566,0.048,0.0518,0.0486,0.0143,0.0479,0.0533
cg04017769,0.0017,0.0017,0.0034,0.0026,0.0021,0.0019,0.0053,0.0019,0.0107
cg17225129,0.0082,0.0043,0.0046,0.0035,0.0036,0.0116,0.0073,0.0016,0.0
cg26381352,0.0108,0.0107,0.0105,0.0113,0.0126,0.0127,0.0139,0.0058,0.0043
cg21387418,0.0089,0.0086,0.011,0.009,0.0092,0.0097,0.0113,0.0032,0.0048
cg27373972,0.0102,0.0105,0.0117,0.0084,0.0101,0.0115,0.0069,0.0133,0.0063
cg19156220,0.0241,0.0248,0.0273,0.0234,0.0255,0.0279,0.0215,0.0411,0.0325
cg03701001,0.0032,0.0028,0.0044,0.0032,0.0024,0.0047,0.0045,0.0026,0.0025
cg06663068,0.002,0.0034,0.004,0.0018,0.0019,0.0052,0.0018,0.0018,0.0
cg21746851,0.0035,0.0029,0.0045,0.0028,0.0048,0.0029,0.0005,0.0037,0.0056
cg12060306,0.0048,0.0109,0.0058,0.0031,0.0084,0.0016,0.0101,0.0012,0.0003
cg04290779,0.004,0.0072,0.007,0.0053,0.0056,0.0043,0.0011,0.0038,0.0161
cg06554120,0.0064,0.046,0.0145,0.0084,0.0446,0.0047,0.0053,0.0094,0.0222
cg10864074,0.0026,0.02,0.0125,0.0081,0.0229,0.0044,0.0067,0.0041,0.0077
cg20893717,0.0031,0.0141,0.0138,0.0061,0.0233,0.007,0.0122,0.0047,0.0189
cg17225129,0.0082,0.0043,0.0046,0.0035,0.0036,0.0116,0.0073,0.0016,0.0
cg26381352,0.0108,0.0107,0.0105,0.0113,0.0126,0.0127,0.0139,0.0058,0.0043
cg21387418,0.0089,0.0086,0.011,0.009,0.0092,0.0097,0.0113,0.0032,0.0048
cg27373972,0.0102,0.0105,0.0117,0.0084,0.0101,0.0115,0.0069,0.0133,0.0063
cg19156220,0.0241,0.0248,0.0273,0.0234,0.0255,0.0279,0.0215,0.0411,0.0325
cg26005578,0.0104,0.0371,0.0119,0.0106,0.0167,0.0109,0.0012,0.0007,0.0062
